Semantics,Syntax,Semantic_classes_of_nouns,Pejorative,Chained,Associated_verbs,Left_context,Center,Right_context,Full_context,Author,Created,Publ_year,Left_context_tags,Right_context_tags,Verb_tags,Left_context_tags_norm,Right_context_tags_norm
Instrument,Ins verb-governed,Concrete,no,no,вышибать, кризис позволит предотвратить технологический апокалипсис.  , Клин ,клином вышибаем…   К 2020 г ," Правда, многие отечественные экономисты считают, что хозяйственный кризис позволит предотвратить технологический апокалипсис.  Клин клином вышибаем…   К 2020 г. загрязнение окружающей среды достигнет таких размеров, при которых жизнь на планете Земля постепенно начнет угасать.  ","Людмила Прошак, Аксентий Прошак ",2001 ,2001.01.03 ,"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('VERB,perf,tran sing,3per,futr,indc'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,1per,pres,indc'), OpencorporaTag('PREP'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NOUN,inan,masc,Fixd,Abbr sing,nomn')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PREP'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NOUN,inan,masc sing,accs')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибать," с ума и решила, что ", клин ,клином вышибают.  ,"  ― А в этом году в мае я вдруг сошла с ума и решила, что клин клином вышибают.  ",Елизавета Козырева ,2001 ,2001 ,"[OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,gent'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,perf,tran femn,sing,past,indc'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,accs'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran')]"
Instrument,Ins verb-governed,Concrete,no,no,выбивать," стадионе, так и подумаешь, что ", клин ,клином выбивают.  ," Но, с другой стороны, как посмотришь на каких-нибудь фанатов на стадионе, так и подумаешь, что клин клином выбивают.  ",Алексей Мокроусов ,2002 ,2002.10.04 ,"[OpencorporaTag('NOUN,inan,masc sing,loct'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,perf,intr sing,2per,futr,indc'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran')]"
Instrument,Ins verb-governed,Concrete,no,no,выбить, Но вам просто необходимо выбить , клин ,клином.  , Но вам просто необходимо выбить клин клином.  ,Елена Белкина ,2002 ,2002 ,"[OpencorporaTag('CONJ'), OpencorporaTag('NPRO,2per plur,datv'), OpencorporaTag('PRCL'), OpencorporaTag('ADJS,Qual neut,sing'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt')]","[OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('CONJ'), OpencorporaTag('NPRO,2per plur,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибать, несмотря на уколы.   Решили вышибать , клин ,клином.  Ребенка стали закаливать по-суворовски ," Температура держалась, несмотря на уколы.   Решили вышибать клин клином.  Ребенка стали закаливать по-суворовски.  ", ,2003 ,2003.10.07 ,"[OpencorporaTag('PREP'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc plur,nomn'), OpencorporaTag('VERB,perf,tran plur,past,indc'), OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('NOUN,anim,masc sing,accs'), OpencorporaTag('VERB,perf,intr plur,past,indc'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PREP'), OpencorporaTag('ADVB')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('PREP'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PREP'), OpencorporaTag('ADVB')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибаться, по волчьи выть».  Или же: «, Клин ,клином вышибается».  По латыни это , Согласно пословице: «С волками жить ― по волчьи выть».  Или же: «Клин клином вышибается».  По латыни это звучит так: «Clavum clavo» (т.е. кол колом).  , ,2003 ,2003.11.05 ,"[OpencorporaTag('PREP'), OpencorporaTag('ADJF,Poss plur,nomn'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('PRCL')]","[OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('PREP'), OpencorporaTag('ADJF,Poss masc,sing,nomn'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('PRCL')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибить," не только потому, что я ", клин ,клином вышибла.  ," И не только потому, что я клин клином вышибла.  ", ,2003 ,2003.10.07 ,"[OpencorporaTag('PRCL'), OpencorporaTag('PRCL'), OpencorporaTag('ADVB,Dmns'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,1per sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,perf,tran femn,sing,past,indc')]","[OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('PRCL'), OpencorporaTag('PRCL'), OpencorporaTag('ADVB,Dmns'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,1per sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,perf,tran')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибить, я тебе?  Ты ведь хотел , клин ,клином вышибить?   Кравцов хотел честно ,"  ― Ну что, помогла я тебе?  Ты ведь хотел клин клином вышибить?   Кравцов хотел честно сказать, что подсознательно именно этого и хотел, но вместо этого произнес совершенно иное.  ",Алексей Слаповский ,2003 ,2003 ,"[OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('NPRO,2per sing,datv'), OpencorporaTag('NPRO,2per sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,impf,tran masc,sing,past,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,nomn'), OpencorporaTag('VERB,impf,tran masc,sing,past,indc'), OpencorporaTag('ADVB')]","[OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('NPRO,2per sing,nomn'), OpencorporaTag('NPRO,2per sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('ADVB')]"
Instrument,Ins verb-governed,Concrete,no,no,,"  Быть может, и впрямь ", клин ,клином вышибают.  ," Быть может, и впрямь клин клином вышибают.  ",Дмитрий Ильин ,2003 ,2003.07.15 ,"[OpencorporaTag('INFN,impf,intr'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc')]",[],"[OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran')]"
Instrument,Ins verb-governed,Concrete,no,no,," наживают себе новые.  Как говорится, ", клин ,клином…   Гайворонский посмотрел на него ," ― Некоторые так и борются с неприятностями ― наживают себе новые.  Как говорится, клин клином…   Гайворонский посмотрел на него с ненавистью.  ","Н. Леонов, А. Макеев ",2003 ,2003 ,"[OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('NPRO,Anph sing,datv'), OpencorporaTag('NOUN,inan,neut plur,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc'), OpencorporaTag('PREP'), OpencorporaTag('NPRO,masc,3per,Anph sing,gent,Af-p')]",[],"[OpencorporaTag('INFN,impf,tran'), OpencorporaTag('NPRO,Anph sing,accs'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('PREP'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn')]"
Instrument,Ins verb-governed,Concrete,no,no,выбивать, много занятий.  А еще помогает: , клин ,клином выбивают.  Надо найти мужчину ,"  Мое личное мнение, что надо резко найти себе много занятий.  А еще помогает: клин клином выбивают.  Надо найти мужчину, хотя бы просто для общения.  ", ,2004 ,2005 ,"[OpencorporaTag('ADVB,Prdx'), OpencorporaTag('NOUN,inan,neut plur,gent'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('PRED,pres'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,anim,masc sing,accs')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('ADVB,Prdx'), OpencorporaTag('NOUN,inan,neut sing,accs'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PRED,pres'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибать, Тут есть несколько способов.  Либо , клин ,клином вышибают.  (вы поняли что ,  Тут есть несколько способов.  Либо клин клином вышибают.  (вы поняли что я имела ввиду).  , ,2004 ,2005 ,"[OpencorporaTag('ADVB,Dmns'), OpencorporaTag('INTJ'), OpencorporaTag('ADVB'), OpencorporaTag('NOUN,inan,masc plur,gent'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('NPRO,2per plur,nomn'), OpencorporaTag('VERB,perf,tran plur,past,indc'), OpencorporaTag('CONJ')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('ADVB,Dmns'), OpencorporaTag('INTJ'), OpencorporaTag('ADVB'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('NPRO,2per plur,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('CONJ')]"
Instrument,Ins verb-governed,Concrete,no,no,вышибать,"   Обманщик, 2005.01.07 05: 45.   ", Клин ,"клином вышибают.  Скажите ему, что ","  , 2005.01.07 05: 45.   Клин-клином вышибают.  Скажите ему, что у вас раньше ничего не вытекало, потому, как у тех, кто был до него член был длиннее…  :))) ", ,2004 ,2005 ,"[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('VERB,perf,tran plur,impr,excl'), OpencorporaTag('NPRO,masc,3per,Anph sing,datv'), OpencorporaTag('CONJ')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg'), OpencorporaTag('NUMB,intg')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('CONJ')]"
Instrument,Ins verb-governed,Concrete,no,no,, …  Есть на Руси поговорка ― , клин ,клином вышибают.  ,…  Есть на Руси поговорка ― клин клином вышибают.  , ,2004 ,2004.03.10 ,"[OpencorporaTag('INTJ'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,gent'), OpencorporaTag('NOUN,inan,femn sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc')]",[],"[OpencorporaTag('INTJ'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran')]"
Instrument,Ins verb-governed,Concrete,no,no,выбить," с тяжелой головной болью, выбила ", клин ,клином: она перестала думать о ,"  Казалось, нескончаемая дорога из Марселя в Париж, которую Мария преодолела почти вслепую и с тяжелой головной болью, выбила клин клином: она перестала думать о Михаиле.  ",Вацлав Михальский ,2005 ,2005 ,"[OpencorporaTag('PREP'), OpencorporaTag('ADJF,Qual femn,sing,gent'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,ablt'), OpencorporaTag('VERB,perf,tran femn,sing,past,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('NPRO,femn,3per,Anph sing,nomn'), OpencorporaTag('VERB,perf,intr femn,sing,past,indc'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('PREP')]","[OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('PREP'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('NPRO,femn,3per,Anph sing,nomn'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('PREP')]"
Instrument,Ins verb-governed,Concrete,no,no,выбить," Кеннеди уже переиграл ситуацию, выбил ", клин ,"клином, перенаправил ход истории из "," Значит ли это, что Кеннеди уже переиграл ситуацию, выбил клин клином, перенаправил ход истории из окопа в телевизор?  ",Александр Архангельский ,2006 ,2006 ,"[OpencorporaTag('NOUN,anim,GNdr,Ms-f,Fixd,Surn sing,nomn'), OpencorporaTag('ADVB'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc'), OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc'), OpencorporaTag('NOUN,inan,masc sing,accs'), OpencorporaTag('NOUN,inan,femn sing,loct'), OpencorporaTag('PREP')]","[OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,anim,GNdr,Ms-f,Fixd,Surn sing,nomn'), OpencorporaTag('ADVB'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,inan,masc sing,accs'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('PREP')]"
Instrument,Ins verb-governed,Concrete,no,no,,  , Клин ,клином вышибают: спокойно и смиренно ," Клин клином вышибают: спокойно и смиренно повинитесь перед Господом и направьте все ваши способности на укрепление и усиление брачных интимных отношений с женой, сделайте ее самой радостной и счастливой женщиной на свете.  ",коллективный ,2007 , ,[],"[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('ADVB'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB')]",[],[],"[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('ADVB'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB')]"
Instrument,Ins verb-governed,Concrete,no,no,выбивать, сути является физическим насилием (государства).  , Клин ,"клином вышибают.  Повторюсь, что это "," И вопрос ""за"" или ""против"" здесь не ставится. ysv выше высказал хорошую мысль, что вариант юридического пресечениям родительского насилия тоже по своей сути является физическим насилием (государства).  Клин клином вышибают.  Повторюсь, что это наша естественная человеческая реальность, как бы мы от нее не абстрагировались.  ", ,2007.01.05 , ,"[OpencorporaTag('NOUN,inan,femn sing,datv'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc'), OpencorporaTag('ADJF plur,datv'), OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('NOUN,inan,neut sing,gent')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('VERB,impf,tran plur,3per,pres,indc'), OpencorporaTag('VERB,perf,intr sing,1per,futr,indc'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('VERB,impf,intr plur,3per,pres,indc,Arch'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL')]"
Instrument,Ins verb-governed,Concrete,no,no,выбить, Елизавета Ивановна решила родить.  Выбить , клин ,клином.  Но когда Танечка напилась ," Для Ильи Петровича это стало ударом, и, чтобы вернуть мужа к жизни, Елизавета Ивановна решила родить.  Выбить клин клином.  Но когда Танечка напилась и уснула в гараже в машине, чуть ли не в точности повторив судьбу его умершей дочери, Илья Петрович слег с гипертоническим кризом.  ",Маша Трауб ,2009 ,2009 ,"[OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('NOUN,anim,femn,Patr sing,nomn'), OpencorporaTag('VERB,perf,tran femn,sing,past,indc'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('VERB,perf,intr femn,sing,past,indc')]","[OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('NOUN,anim,masc,Name sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('INFN,perf,intr')]"
Instrument,Ins verb-governed,Concrete,no,no,, и вовсе Маруся не стесняется.  , Клин ,"клином, короче.   14  "," Во-первых, потому что гулять в джинсах и черной футболке при +30 негуманно, во-вторых, надо показать, что ничего такого не произошло и вовсе Маруся не стесняется.  Клин клином, короче.   14  ","Полина Волошина, Евгений Кульков ",2009 ,2009 ,"[OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('CONJ,Prnt'), OpencorporaTag('NUMB,intg')]",[],"[OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('CONJ,Prnt'), OpencorporaTag('NUMB,intg')]"
Instrument,Ins verb-governed,Concrete,no,no,,  Эпилепсия противоположна шизофрении.  , Клин ,"клином.  Конечно, крайняя мера.  "," Эпилепсия противоположна шизофрении.  Клин клином.  Конечно, крайняя мера.  ",Слава Сэ ,2010 ,2011 ,"[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJS femn,sing'), OpencorporaTag('NOUN,inan,femn sing,gent')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('CONJ,Prnt'), OpencorporaTag('ADJF femn,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]",[],"[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('CONJ,Prnt'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]"
Instrument,Ins verb-governed,Concrete,no,no,, ему кажется… или он решил , клин ,"клином, как обычно советуют братья "," Подумала вдруг, что похожа на его жену, которая тоже девочка, стриженая в каре… что у него декомпрессия и ему кажется… или он решил клин клином, как обычно советуют братья по оружию… Или правда — влюбился?  ",Екатерина Завершнева ,2012 ,2012 ,"[OpencorporaTag('NPRO,masc,3per,Anph sing,datv'), OpencorporaTag('CONJ,Prnt'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc'), OpencorporaTag('NOUN,anim,masc plur,nomn')]",[],"[OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('CONJ,Prnt'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('INFN,perf,tran')]","[OpencorporaTag('NOUN,inan,masc,Sgtm,Geox sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Instrument,Ins verb-governed,Concrete,no,no,выгонять," нибудь книгу, по русской пословицѣ: ", клинъ ,клиномъ выгонять.  ," Скучно!… что дѣлать!… а все-таки приходится опять приняться за какую нибудь книгу, по русской пословицѣ: клинъ клиномъ выгонять.  ", ,1850 ,1850 ,"[OpencorporaTag('VERB,impf,intr sing,impr,excl'), OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Subx femn,sing,gent'), OpencorporaTag('UNKN')]","[OpencorporaTag('NOUN,anim,masc,Fixd sing,nomn'), OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Subx masc,sing,nomn'), OpencorporaTag('UNKN')]","[OpencorporaTag('NOUN,anim,masc,Fixd sing,nomn'), OpencorporaTag('INFN,impf,tran')]"
