Semantics	Syntax	Semantic_classes_of_nouns	Pejorative	Chained	Associated_verbs	Left_context	Center	Punct	Right_context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Full_context
Extreme	Ins verb-governed	Abstract		no	написать	 уже читал готовую сцену.  Все 	 чин 	  	чином написано в тетрадочке.  Только 	Георгий Бурков. Хроника сердца (1953-1990) 	Георгий Бурков 	1933 	Хроника сердца 	1953-1990 	публицистика ,  нехудожественная 	мемуары 	 	Георгий Бурков. «Хроника сердца» 	1997 	 Вечером он уже читал готовую сцену.  Все чин чином написано в тетрадочке.  Только почему-то радости я не испытывал: уж очень далеко уходил от задуманного, появилась бытовая конкретность.  [Георгий Бурков. Хроника сердца (1953-1990)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	быть	  И все было бы 	 чин 	  	чином, по всем правилам, Валега 	Виктор Некрасов. Три встречи (1959-1967) 	Виктор Некрасов 	1911 	Три встречи 	1959-1967 	художественная 	рассказ 	 	Виктор Некрасов. Записки зеваки 	2004 	" И все было бы чин чином, по всем правилам, Валега охотно пошел на уступки, перебрался с Днестра на Волгу; но дальше позволил себе поступать так, как он считал нужным.  [Виктор Некрасов. Три встречи (1959-1967)] [омонимия не снята]"
Extreme	Ins verb-governed	Abstract		no	поднять	 Ну, к вечеру мы все 	 чин 	  	чином подняли на должную высоту 	А. Н. Арбузов. Мой бедный Марат (1964-1980) 	А. Н. Арбузов 	1908 	Мой бедный Марат 	1964-1980 	художественная 	пьеса 	 	 	 	 Ну, к вечеру мы все чин чином подняли на должную высоту, а тут обстрел начался…  [А. Н. Арбузов. Мой бедный Марат (1964-1980)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	идти	 шпионов, обыскивал спекулянтов, все шло 	 чин 	  	чином.  	А. И. Алдан-Семенов. Красные и белые (1966-1973) 	А. И. Алдан-Семенов 	1908 	Красные и белые 	1966-1973 	художественная 	роман 	 	Алдан-Семенов А. И. Красные и белые 	1989 	 Наш храбрец ловил шпионов, обыскивал спекулянтов, все шло чин чином.  [А. И. Алдан-Семенов. Красные и белые (1966-1973)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	отбыть	   Отбыл 	 чин 	  	чином: и сыт, и хмелен 	Борис Васильев. Не стреляйте в белых лебедей (1973) 	Борис Васильев 	1924 	Не стреляйте в белых лебедей 	1973 	художественная 	роман 	 	Борис Васильев. А зори здесь тихие Не стреляйте в белых лебедей В списках не значился 	1978 	  Отбыл чин чином: и сыт, и хмелен, и ус в табаке.  [Борис Васильев. Не стреляйте в белых лебедей (1973)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	пометить	 в укромном месте, пометили все 	 чин 	  	чином, очевидно, рассчитывая еще вернуться 	Владимир Богомолов. Момент истины (В августе сорок четвертого...) (1973) 	Владимир Богомолов 	1926 	Момент истины (В августе сорок четвертого...) 	1973 	художественная 	роман 	 	Богомолов В. О. Избранное 	1996 	 А тут, в укромном месте, пометили все чин чином, очевидно, рассчитывая еще вернуться.  [Владимир Богомолов. Момент истины (В августе сорок четвертого...) (1973)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	вручить	 драпанул, а Зыбин подобрал и 	 чин 	  	чином вручил всё Полине Юрьевне 	Ю. О. Домбровский. Факультет ненужных вещей, часть 4 (1978) 	Ю. О. Домбровский 	1909 	Факультет ненужных вещей, часть 4 	1978 	художественная 	роман 	 	Домбровский Ю.О. Собр. соч.: В 6 т. Т. 5 	1992 	 Босикант испугался, кинул сумочку и драпанул, а Зыбин подобрал и чин чином вручил всё Полине Юрьевне.  [Ю. О. Домбровский. Факультет ненужных вещей, часть 4 (1978)] [омонимия снята]
Extreme	Ins verb-governed	Abstract		no	встретить	 генерал, и полагалось делегацию встретить 	 чин 	  	чином: с хлебом-солью и 	Евгений Евтушенко. Ягодные места (1982) 	Евгений Евтушенко 	1932 	Ягодные места 	1982 	художественная 	роман 	 	Евгений Евтушенко. Ягодные места 	1982 	 В это время в Зиму должна была прибыть делегация для сбора пожертвований в пользу действующей армии, ожидался, возможно, генерал, и полагалось делегацию встретить чин чином: с хлебом-солью и портретом царя.  [Евгений Евтушенко. Ягодные места (1982)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	доложить	  Доложила 	 чин 	- 	чином, ввернула ― «есть мнение, что 	Павел Сиркес. Труба исхода (1990-1999) 	Павел Сиркес 	1932 	Труба исхода 	1990-1999 	публицистика ,  нехудожественная 	мемуары 	 	 	 	 Доложила чин-чином, ввернула ― «есть мнение, что решить надо положительно».  [Павел Сиркес. Труба исхода (1990-1999)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	работать	 ты на волоске, и работаешь 	 чин 	  	чином, и брат твой Фриц 	Асар Эппель. Не убоишься страха ночного (1993) 	Асар Эппель 	1935 	Не убоишься страха ночного 	1993 	художественная 	рассказ 	 	Асар Эппель. Шампиньон моей жизни 	2000 	 И живешь ты на волоске, и работаешь чин чином, и брат твой Фриц тоже работает, и с людьми не глотничаешь, и изо всех сил объясняешь, что вы не немцы, и стараешься не объяснять до того места, что вы ― латыши, ― но народ же, бля!  [Асар Эппель. Не убоишься страха ночного (1993)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	наладить	   Потом наладили на Ангаре 	 чин 	  	чином и малое пароходство, и 	А. И. Солженицын. Все равно (1993-1995) 	А. И. Солженицын 	1918 	Все равно 	1993-1995 	художественная 	рассказ 	 	Солженицын А. На краях 	2000 	  Потом наладили на Ангаре чин чином и малое пароходство, и Анатолий после техникума 12 лет ещё водил до Енисея разные суденышки.  [А. И. Солженицын. Все равно (1993-1995)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	раздать	 распустили: роздали каждому законную справку 	 чин 	  	чином, и оружие каждый своё 	А. И. Солженицын. На краях (1994-1995) 	А. И. Солженицын 	1918 	На краях 	1994-1995 	художественная 	рассказ 	 	Солженицын А. На краях 	2000 	 В конце Семнадцатого сами они свой эскадрон распустили: роздали каждому законную справку чин чином, и оружие каждый своё бери, коли хошь, ― и айда по домам.  [А. И. Солженицын. На краях (1994-1995)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	исследовать	  Там оно было исследовано 	 чин 	- 	чином на судебном заседании и 	Александр Росляков. Зверские дела (1997) // «Столица», 1997.05.13 	Александр Росляков 	 	Зверские дела 	1997 	публицистика ,  нехудожественная 	заметка 	криминал 	«Столица» 	1997.05.13 	 Там оно было исследовано чин-чином на судебном заседании и увенчалось приговором: признать такую-то виновной в уголовном преступлении по данной статье и подвергнуть наказанию в виде штрафа.  [Александр Росляков. Зверские дела (1997) // «Столица», 1997.05.13] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	записать	 и гробы, главное же ― участок 	 чин 	- 	чином будет записан на нас 	Владимир Шаров. Воскрешение Лазаря (1997-2002) 	Владимир Шаров 	1952 	Воскрешение Лазаря 	1997-2002 	художественная 	роман 	 	Владимир Шаров. Воскрешение Лазаря 	2002 	 Все давно сгнило, добавила она, и кости, и гробы, главное же ― участок чин-чином будет записан на нас.  [Владимир Шаров. Воскрешение Лазаря (1997-2002)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	снять	 под Спасской башней и снял, 	 чин 	  	чином, шапку).  	Ирина Ратушинская. Одесситы (1998) 	Ирина Ратушинская 	1954 	Одесситы 	1998 	художественная 	роман 	 	Ирина Ратушинская. Одесситы 	1998 	  Только Анна и успела что увидеть Кремль (извозчик провез под Спасской башней и снял, чин чином, шапку).  [Ирина Ратушинская. Одесситы (1998)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	выглядеть	  В доме выглядело все 	 чин 	  	"чином, соответственно стилю ""ампир"": стены "	Бронислав Холопов. Старицкие прелюды // «Дружба народов», 1999 	Бронислав Холопов 	 	Старицкие прелюды 	1999 	публицистика ,  нехудожественная 	статья 	искусство и культура 	«Дружба народов» 	1999 	" В доме выглядело все чин чином, соответственно стилю ""ампир"": стены каменные, толстенные; портал со стоящими высоко на постаменте шестью колоннами дорического ордера и большими, закругленными вверху окнами.  [Бронислав Холопов. Старицкие прелюды // «Дружба народов», 1999] [омонимия не снята]"
Extreme	Ins verb-governed	Abstract		no	идти	  Все шло 	 чин 	  	чином, рыжий луч солнца метался 	Ксения Букша. Эрнст и Анна (2002) 	Ксения Букша 	1983 	Эрнст и Анна 	2002 	художественная 	роман 	 	Пролог. Молодая литература России. Сборник прозы, поэзии, критики, драматургии 	2002 	 Все шло чин чином, рыжий луч солнца метался по укатанной Неве, небо начинало гаснуть, становилось дымчатым, как опал, день склонялся и синел.  [Ксения Букша. Эрнст и Анна (2002)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	принести	 к месту дуэли я его 	 чин 	- 	чином и принесу ― и сводите 	Сергей Гандлевский. НРЗБ // «Знамя», 2002 	Сергей Гандлевский 	1952 	НРЗБ 	2002 	художественная 	роман 	 	«Знамя» 	2002 	 А раз я секундант, то к месту дуэли я его чин-чином и принесу ― и сводите счеты на здоровье.  [Сергей Гандлевский. НРЗБ // «Знамя», 2002] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	затеяться	 моем Турнир в Блуа затеется 	 чин 	  	чином….  	Галина Шергова. …Об известных всем (2002-2004) 	Галина Шергова 	1923 	…Об известных всем 	2002-2004 	публицистика ,  нехудожественная 	мемуары 	 	Г. Шергова. …Об известных всем 	2004 	  И в доме летаргическом моем Турнир в Блуа затеется чин чином….  [Галина Шергова. …Об известных всем (2002-2004)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	отрапортовать	 в профессии шпиона ― это умение 	 чин 	- 	чином отрапортовать начальству и отчитаться 	А. Е. Рекемчук. Мамонты (2006) 	А. Е. Рекемчук 	1927 	Мамонты 	2006 	художественная проза 	роман 	 	Рекемчук А. Е. Мамонты. М.: МИК, 2006 	2006 	 А отнюдь не бойца невидимого фронта, вышколенного в жестоких передрягах и никогда не забывавшего о том, что главное в профессии шпиона ― это умение чин-чином отрапортовать начальству и отчитаться за каждый грош.  [А. Е. Рекемчук. Мамонты (2006)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	принарядиться	   Глафира Петровна тоже принарядилась 	 чин 	- 	чином: на ней был темно-серый 	Вацлав Михальский. Храм Согласия (2008) 	Вацлав Михальский 	1938 	Храм Согласия 	2008 	художественная 	роман 	 	Вацлав Михальский. Храм Согласия 	2005 	  Глафира Петровна тоже принарядилась чин-чином: на ней был темно-серый тонкого сукна пиджак с подкладными плечами, богатого табачного цвета шерстяное платье, присборенное на поясе, ― все тоже трофейное.  [Вацлав Михальский. Храм Согласия (2008)] [омонимия не снята]
Extreme	Ins verb-governed	Abstract		no	оказаться	 кадастровом документе СНТ все оказалось 	 чин 	  	чином?  	Светлана Сухова. Было вашим, станет нашим // «Огонек», 2014 	Светлана Сухова 	 	Было вашим, станет нашим 	2014 	публицистика, нехудожественная 	комментарий 	администрация и управление, сельское хозяйство 	«Огонек» 	2014 	 Надо ли говорить, что в кадастровом документе СНТ все оказалось чин чином?  [Светлана Сухова. Было вашим, станет нашим // «Огонек», 2014] [омонимия не снята]
Extreme	Ins verb-governed	Human + animals		no	приходить	 Приходишь, бывало, в иную редакцию ― 	 чужак 	  	чужаком.  	Д. А. Фурманов. Из дневников (1926) 	Д. А. Фурманов 	1891 	Из дневников 	1926 	публицистика ,  нехудожественная 	дневник, записные книжки 	политика и общественная жизнь, частная жизнь 	Фурманов Д. А. Рассказы. Повести. Заметки о литературе 	1984 	  Приходишь, бывало, в иную редакцию ― чужак чужаком.  [Д. А. Фурманов. Из дневников (1926)] [омонимия не снята]
Extreme	Ins verb-governed	Human + animals		no	жить	 в одной будке с Мариной: 	 чужак 	  	чужаком.  	Юрий Трифонов. Утоление жажды (1959-1962) 	Юрий Трифонов 	1925 	Утоление жажды 	1959-1962 	художественная 	роман 	 	Ю. В. Трифонов. Утоление жажды 	1970 	  Нагаев прекрасно жил в одной будке с Мариной: чужак чужаком.  [Юрий Трифонов. Утоление жажды (1959-1962)] [омонимия не снята]
Extreme	Ins verb-governed	Human + animals		no	остаться	 родах и умерла.  Я остался 	 щенок 	  	щенком.  Куда, думают, укрыть этакое 	Д. А. Фурманов. Чапаев (1923) 	Д. А. Фурманов 	1891 	Чапаев 	1923 	художественная 	роман 	 	Фурманов Д. А. Чапаев 	1971 	 Приехала это к матери да тут же при родах и умерла.  Я остался щенок щенком.  Куда, думают, укрыть этакое сокровище?  [Д. А. Фурманов. Чапаев (1923)] [омонимия не снята]
Extreme	Ins verb-governed	Substances		no	стать	" годок шел; и стал он "	 щепка 	  	Щепкой, и как будто рассудком 	Н. Н. Златовратский. Крестьяне-присяжные (1874) 	Н. Н. Златовратский 	1845 	Крестьяне-присяжные 	1874 	художественная 	повесть 	 	Златовратский Н. Н. Деревенский король Лир: Повести, рассказы, очерки 	1988 	" Вернулась тихонько домой ― сынку четырнадцатый годок шел; и стал он щепка Щепкой, и как будто рассудком тронувшись.  [Н. Н. Златовратский. Крестьяне-присяжные (1874)] [омонимия не снята]"
Extreme	Ins verb-governed	Substances		no	уезжать	 в сказочной Ялте, куда уезжают 	 щепка 	  	щепкой и откуда приезжают боров 	С. Н. Сергеев-Ценский. Счастье (1902) 	С. Н. Сергеев-Ценский 	1875 	Счастье 	1902 	художественная 	рассказ 	 	Сергеев-Ценский С. Н. Собрание сочинений. В 12 томах. Т. 1 	1967 	  Но Никишку черныги совсем не занимали: мысли его были далеко, в Крыму, в сказочной Ялте, куда уезжают щепка щепкой и откуда приезжают боров боровом.  [С. Н. Сергеев-Ценский. Счастье (1902)] [омонимия не снята]
Extreme	Ins verb-governed	Substances		no	стать	 к этой делянке, извелась вся, 	 щепка 	  	щепкой стала…  	А. И. Мусатов. Стожары (1948) 	А. И. Мусатов 	1911 	Стожары 	1948 	художественная 	повесть 	 	Алексей Мусатов. Стожары 	1950 	 Приросла к этой делянке, извелась вся, щепка щепкой стала…  [А. И. Мусатов. Стожары (1948)] [омонимия не снята]
Instrument	Ins verb-governed	Human + animals		no	укреплять	 то, как говорится в Писании, 	 брат 	  	братом укрепляемый ― как гора Сион 	митрополит Антоний (Блум). «Начало Евангелия Иисуса Христа, Сына Божия». Беседы на Евангелие от Марка (1990-1992) 	митрополит Антоний (Блум) 	1914 	«Начало Евангелия Иисуса Христа, Сына Божия». Беседы на Евангелие от Марка 	1990-1992 	церковно-богословская ,  нехудожественная 	беседа 	религия 	Антоний (Блум), митрополит Сурожский. Труды 	2002 	  Вот если так приступить к чтению Евангелия сообща, то, как говорится в Писании, брат братом укрепляемый ― как гора Сион, не подвигнется вовек (Пс 124: 1).  [митрополит Антоний (Блум). «Начало Евангелия Иисуса Христа, Сына Божия». Беседы на Евангелие от Марка (1990-1992)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no	объяснить	 убедит, объяснит.   Воспитание наказанием и 	 воспитание 	  	воспитанием.  Вот две возможности, два 	Владимир Амлинский. Мальчишки без девчонок // «Юность», 1971 	Владимир Амлинский 	 	Мальчишки без девчонок 	1971 	публицистика ,  нехудожественная 	очерк 	криминал 	«Юность» 	1971 	 А второй попросит, убедит, объяснит.   Воспитание наказанием и воспитание воспитанием.  Вот две возможности, два варианта.  [Владимир Амлинский. Мальчишки без девчонок // «Юность», 1971] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no	распаляться	  А ведь 	 грех 	  	грехом распаляется, хворь духовная хворью 	Б. Б. Вахтин. Надежда Платоновна Горюнова (1980) 	Б. Б. Вахтин 	1930 	Надежда Платоновна Горюнова 	1980 	художественная 	повесть 	 	Портрет незнакомца. Сочинения 	2010 	 А ведь грех грехом распаляется, хворь духовная хворью держится.  [Б. Б. Вахтин. Надежда Платоновна Горюнова (1980)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	колоть	 в пьяном виде, а зря 	 грудь 	  	грудью колоть ― это, батенька, не 	О. Д. Форш. Одеты камнем (1924-1925) 	О. Д. Форш 	1873 	Одеты камнем 	1924-1925 	художественная 	роман 	 	О. Форш. Одеты камнем. Михайловский замок: Романы 	1980 	 Хоть и в пьяном виде, а зря грудь грудью колоть ― это, батенька, не фунт изюму!  [О. Д. Форш. Одеты камнем (1924-1925)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no	расцветать	 в наше время ни один 	 дар 	  	даром не расцветает.  	Сергей Есин. Имитатор (1985) 	Сергей Есин 	1935 	Имитатор 	1985 	художественная 	повесть 	 	С. Есин. Типы 	1990 	 А в наше время ни один дар даром не расцветает.  [Сергей Есин. Имитатор (1985)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no	пополнять	 совокуплявших действие с действием, пополнявших 	 действие 	  	действием, на основании свободного произволения 	епископ Игнатий (Брянчанинов). Правильное состояние духа (1860-1866) 	епископ Игнатий (Брянчанинов) 	1807 	Правильное состояние духа 	1860-1866 	церковно-богословская ,  нехудожественная 	беседа 	религия 	 	 	" Явление рая и ада совершалось не одним действием воображения человеческого; одно действие воображения человеческого недостаточно для этого: явление совершалось действием демонов, присоединявших свое обильное действие к недостаточному действию человеческому, совокуплявших действие с действием, пополнявших действие действием, на основании свободного произволения человеческого, избравшего и усвоившего себе ложное направление.  [епископ Игнатий (Брянчанинов). Правильное состояние духа (1860-1866)] [омонимия не снята]"
Instrument	Ins verb-governed	Substances		no	метить	 здесь железо, руду: где копать.   ― 	 Железо 	  	железом метить.  ― И указал кнутом 	Ю. Н. Тынянов. Гражданин Очер (1942) 	Ю. Н. Тынянов 	1894 	Гражданин Очер 	1942 	художественная 	рассказ 	 	«Альманах «Прометей» 	1966 	 И кучер объяснил неохотно, что это знаки, затесы, железные, что так метят здесь железо, руду: где копать.   ― Железо железом метить.  ― И указал кнутом на одну: моя засека.  [Ю. Н. Тынянов. Гражданин Очер (1942)] [омонимия не снята]
Instrument	Ins verb-governed	Human + animals		no	мыслить	 загадываю… если жизнь не переменится, 	 живой 	  	живым мыслит: корова у меня 	М. М. Пришвин. Дневники (1928) 	М. М. Пришвин 	1873 	Дневники 	1928 	публицистика ,  нехудожественная 	дневник, записные книжки 	 	М. М. Пришвин. Дневники. 1928-1929. ― М.: Русская книга, 2004 	2004 	 Я загадываю… если жизнь не переменится, живой живым мыслит: корова у меня под окнами на болоте будет траву щипать.  [М. М. Пришвин. Дневники (1928)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no	делать	  Ибо это Он делает 	 жизнь 	  	жизнью, радость радостью, любовь любовью 	Протопресвитер Александр Шмеман. Водою и духом (1986) 	Протопресвитер Александр Шмеман 	1921 	Водою и духом 	1986 	церковно-богословская ,  нехудожественная 	поучение 	религия 	Протопресвитер Александр Шмеман. За жизнь мира 	2003 	 Ибо это Он делает жизнь жизнью, радость радостью, любовь любовью и красоту красотой, и поэтому Он и есть Жизнь жизни, Радость радости, Любовь любви и Красота красоты.  [Протопресвитер Александр Шмеман. Водою и духом (1986)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no		 впадший и наказания избегнуть ищущий, 	 зло 	  	злом закрывая, мог наконец до 	[Екатерина II]. Манифесты и Указы, относящиеся к пугачевскому бунту (1773) 	[Екатерина II] 	1729 	Манифесты и Указы, относящиеся к пугачевскому бунту 	1773 	официально-деловая ,  нехудожественная 	манифест, указ 	политика и общественная жизнь 	А. С. Пушкин. История Пугачеваю Собрание сочинений в 10 т., Том 7 	1962 	  По выслушании всего вышеозначенного, когда воображается в уме всё происхождение и сплетение сего богомерзкого дела, то колико представляется предметов и человечество оскорбляющих, и в то же время самого важного и зрелого размышления требующих: во-первых, поражается сердце ужасом, как человек, в одно преступление впадший и наказания избегнуть ищущий, зло злом закрывая, мог наконец до толиких злодеяний и толикия дерзости дойти, что похитить священное имя монарха  и дать оное даже и гнусной его наложнице.  [[Екатерина II]. Манифесты и Указы, относящиеся к пугачевскому бунту (1773)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no		 Вы тысячи лет пытались уничтожить 	 зло 	  	злом и не уничтожили, а 	Л. Н. Толстой. В чем моя вера? (1884) 	Л. Н. Толстой 	1828 	В чем моя вера? 	1884 	публицистика ,  нехудожественная 	статья 	религия 	Л. Н. Толстой. Исповедь. В чем моя вера? 	1991 	 Вы тысячи лет пытались уничтожить зло злом и не уничтожили, а увеличили его.  [Л. Н. Толстой. В чем моя вера? (1884)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no		 зло другим, а вы изгоняете 	 зло 	  	злом.  	Л. Н. Толстой. Учение Христа, изложенное для детей (1908) 	Л. Н. Толстой 	1828 	Учение Христа, изложенное для детей 	1908 	учебно-научная ,  нехудожественная 	учебник 	религия 	Л. Н. Толстой. Учение Христа 	1994 	 Не я заменяю одно зло другим, а вы изгоняете зло злом.  [Л. Н. Толстой. Учение Христа, изложенное для детей (1908)] [омонимия не снята]
Instrument	Ins verb-governed	Abstract		no		  «	 Зло 	  	злом не исправишь», не помогут 	А. И. Солженицын. Образованщина // «Новый мир», 1974 	А. И. Солженицын 	 	Образованщина 	1974 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь 	«Новый мир» 	1974 	 «Зло злом не исправишь», не помогут и не нужны «ни тайные заговоры, ни новые партии», нельзя призывать к революции.  [А. И. Солженицын. Образованщина // «Новый мир», 1974] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no		 кооператив Казани отмывает грязные деньги.   	 Клан 	  	кланом вышибают?   То, что организованная 	С. Бессчетнова, А. Панкратов. Конец «Казань-ностры» // «Комсомольская правда», 1991 	С. Бессчетнова, А. Панкратов 	 	Конец «Казань-ностры» 	1991 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь, криминал 	«Комсомольская правда» 	1991 	 По некоторым оценкам, каждый третий кооператив Казани отмывает грязные деньги.   Клан кланом вышибают?   То, что организованная преступность существует и при социализме, в нашей стране официально признано совсем недавно.  [С. Бессчетнова, А. Панкратов. Конец «Казань-ностры» // «Комсомольская правда», 1991] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no		 будь по воле твоей.  Пришло 	 клин 	  	клином выбивать) #   Явление XI  	А. П. Сумароков. Приданое обманом (1769) 	А. П. Сумароков 	1717 	Приданое обманом 	1769 	художественная 	пьеса, комедия 	 	А. П. Сумароков. Драматические произведения 	1990 	 Будь по воле твоей.  Пришло клин клином выбивать) #   Явление XI  [А. П. Сумароков. Приданое обманом (1769)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	выбивать	 толкуем: cuneus cuneum trudit, сиречь ― 	 клин 	  	клином выбивают.  	М. Н. Загоскин. Рославлев, или Русские в 1812 году (1830) 	М. Н. Загоскин 	1789 	Рославлев, или Русские в 1812 году 	1830 	художественная 	роман 	 	М. Н. Загоскин. Рославлев, или русские в 1812 году 	1980 	 Они говорят: Tui, quid nihil refet, ne cures, то есть: не мешайся не в свое дело, а мы толкуем: cuneus cuneum trudit, сиречь ― клин клином выбивают.  [М. Н. Загоскин. Рославлев, или Русские в 1812 году (1830)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	прийтись	 и положил, что барину его 	 Клин 	  	клином пришелся, чтобы тут кончить 	В. И. Даль. Бедовик (1839) 	В. И. Даль 	1801 	Бедовик 	1839 	художественная 	повесть 	 	В. И. Даль (Казак Луганский). Повести. Рассказы. Очерки. Сказки 	1961 	 Поэтому Власов заглянул еще раз в бумажник и в кошелек, решился и положил, что барину его Клин клином пришелся, чтобы тут кончить и развязать дело во что бы то ни стало.  [В. И. Даль. Бедовик (1839)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	вышибать	 Дмитрий Яковлевич, поправлялись?  То есть, 	 клин 	  	клином-то…   ― Как, поправлялся ли 	А. И. Герцен. Кто виноват? (1841-1846) 	А. И. Герцен 	1812 	Кто виноват? 	1841-1846 	художественная 	роман 	 	А. И. Герцен. Сочинения в 9 томах. Том 1 	1955 	 Да вы, Дмитрий Яковлевич, поправлялись?  То есть, клин клином-то…   ― Как, поправлялся ли?  [А. И. Герцен. Кто виноват? (1841-1846)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	вышибать	 на известном основании Ганеманова учения 	 клин 	  	клином вышибать, кормить его селедкой 	А. И. Герцен. Доктор Крупов (1846) 	А. И. Герцен 	1812 	Доктор Крупов 	1846 	художественная 	повесть 	 	А. И. Герцен. Сочинения в 9 томах. Том 1 	1955 	" Когда организм ребенка не изловчился еще претворять всю дрянь, которая ему давалась, от грязной соски до жирных лепешек, дитя иногда страдало; мать лечила сама и в медицинских убеждениях своих далеко расходилась со всеми врачами, от Иппократа до Боергава и от Боергава до Гуфланда; иногда она откачивала его так, как спасают утопленников (средство совершенно безвредное, если утопленник умер, и способное показать усердие присутствующих), ребенок впадал  в морскую болезнь от качки, что его действительно облегчало, или мать начинала на известном основании Ганеманова учения клин клином вышибать, кормить его селедкой, капустой; если же ребенок не выздоравливал, мать начинала его бить, толкать, дергать, наконец прибегала к последнему средству ― давала ему или настойки или макового молока и радовалась очевидной пользе от лекарства, когда ребенок впадал в тяжелое опьянение или в летаргический [А. И. Герцен. Доктор Крупов (1846)] [омонимия не снята]"
Instrument	Ins verb-governed	Concrete		no		" similia similibus curantur; хочет изгнать "	 клин 	  	клином и изгоняет недоброе чувство 	А. Ф. Вельтман. Приключения, почерпнутые из моря житейского. Саломея (1848) 	А. Ф. Вельтман 	1800 	Приключения, почерпнутые из моря житейского. Саломея 	1848 	художественная 	роман 	 	Вельтман А. Ф. Приключения, почерпнутые из моря житейского 	1957 	" Он теряет надежду на участие и помощь; но как человек, он чувствует потребность в спасении и сам себя лечит по ганнемановой системе: similia similibus curantur; хочет изгнать клин клином и изгоняет недоброе чувство недобрым, злое злым.  [А. Ф. Вельтман. Приключения, почерпнутые из моря житейского. Саломея (1848)] [омонимия не снята]"
Instrument	Ins verb-governed	Concrete		no		  Огарев гомеопатически вышибал 	 клин 	  	клином, допивая какие-то остатки не 	А. И. Герцен. Былое и думы. Часть первая. Детская и университет (1853-1860) 	А. И. Герцен 	1812 	Былое и думы. Часть первая. Детская и университет 	1853-1860 	публицистика ,  нехудожественная 	мемуары 	 	 	 	 Огарев гомеопатически вышибал клин клином, допивая какие-то остатки не только после праздника, но и после фуражировки Петра Федоровича, который уже с пением, присвистом и дробью играл на кухне у Сатина,  [А. И. Герцен. Былое и думы. Часть первая. Детская и университет (1853-1860)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	выбить	 ничего-с, пройдет.   Русачка бы: 	 клин 	  	клином выбить.  [Анна Семеновна Липина, жен]   (Груне) .  	И. И. Лажечников. Окопировался (1854) 	И. И. Лажечников 	1792 	Окопировался 	1854 	художественная 	пьеса 	 	Собрание сочинений. В 6 томах. Том 6. М.: Можайск ― Тера, 1994 	1994 	 [Силай Ермилыч Мамаев, муж]   Нашему брату ничего-с, пройдет.   Русачка бы: клин клином выбить.  [Анна Семеновна Липина, жен]   (Груне) .  [И. И. Лажечников. Окопировался (1854)] [омонимия не снята]
Instrument	Ins verb-governed	Concrete		no	выгонять	 ничего, говорит, ребята, не печалуйся!  	 клин 	  	клином выгоняй!»  Всем поднес горькухи 	Д. В. Григорович. Переселенцы (1855-1856) 	Д. В. Григорович 	1822 	Переселенцы 	1855-1856 	художественная 	роман 	 	Д. В. Григорович. Избранные сочинения 	1954 	 , а чорт и говорит: «ничего, говорит, ребята, не печалуйся!  клин клином выгоняй!»  Всем поднес горькухи, и опять все загуляли…  [Д. В. Григорович. Переселенцы (1855-1856)] [омонимия не снята]
